ID;Name_lang;Description_lang;Map;JournalInstanceID;DungeonEncounterID;OrderIndex;FirstSectionID;UiMapID;MapDisplayConditionID;Flags;DifficultyMask
1720;Advisor Melandrus;First Blade of the Grand Magistrix, Melandrus rarely leaves Elisande's side. He has eschewed the magical arts, instead harnessing the power of the Nightwell to heighten his reflexes and his movements to inhuman levels.;0.6454399824142456,0.766228973865509;800;1870;3;12938;763;0;0;-1
1725;Chronomatic Anomaly;The cavern at the base of the Nightwell is a maelstrom of raw energy, as the power to fuel an entire civilization courses from the earth. Born from this chaotic flux, the Chronomatic Anomaly is an embodiment of the power of the Eye of Aman'thul. As it lashes out with energy attacks, the bursts of energy warp the very flow of time.;0.5238280296325684,0.4741150140762329;786;1865;2;12955;764;0;0;-1
1726;Xavius;Once a powerful mage, and a councilor to Queen Azshara, Xavius forged a pact with Sargeras to enable the Legion's first invasion of Azeroth. Cursed and tormented in the wake of that defeat, Xavius plots vengeance against the world from within the Rift of Aln. Those who venture into the Nightmare will face the full extent of his power, and his true form - a grotesque and distended monstrosity.;0.4885930120944977,0.48479101061820984;768;1864;7;12965;788;0;0;-1
1731;Trilliax;Trilliax, once proud servant to the nightborne aristocracy, has been discarded and left to slowly deteriorate among other surplus constructs. While an unwavering will to carry out its tasks remains, the passage of time has splintered this construct's personality matrix. It now unpredictably switches from one mode to the next, ranging from doting caretaker to homicidal sterilizer, craving recognition and validation from a master that no longer exists.;0.415365993976593,0.19802799820899963;786;1867;3;12999;764;0;0;-1
1732;Star Augur Etraeus;The nightborne astromancer Etraeus has devoted long years of research to scouring the skies of Azeroth, seeking answers to the great mysteries of the universe. His scrying has shown him worlds beyond our ken, and the power of the Nightwell allows him to draw upon the essence of those worlds to amplify his own powers.;0.36935099959373474,0.20665599405765533;786;1863;8;13025;769;0;0;-1
1737;Gul'dan;The chain of events set in motion when Garrosh escaped to Draenor has continued, unbroken for all its twists and turns, leading to this very moment. Thwarted in Draenor, Gul'dan now stands on the precipice of achieving ultimate victory on behalf of his Legion masters. Standing atop the Nighthold, as the vortex of fel energy swirls in the skies overhead, the outcast orc warlock awaits his destiny.;0.49529701471328735,0.5198469758033752;786;1866;10;13107;772;0;0;-1
1738;Il'gynoth, Heart of Corruption;Lodged in the hollows of a now-decrepit world tree, Il'gynoth is a manifestation of the horrors that lie at the heart of the Nightmare. It is a mass of corruption - a thing that should not be. Its tendrils seep through the ground, emerging in countless horrifying eyestalks and limbs.;0.48352301120758057,0.4828900098800659;768;1873;2;13179;780;0;0;-1
1743;Grand Magistrix Elisande;Elisande once distinguished herself by resisting the Legion. She and her highborne followers broke away from Queen Azshara and the dark path she was taking, harnessing the power of the Eye of Aman'thul to create the Nightwell to protect Suramar from the Sundering. But over ten thousand years later, the Legion's arrival offered her no such recourse. She has cast her lot with the demons, hoping to once again use the power of the Nightwell - albeit this time in a very different sense - to save her people.;0.45973700284957886,0.4568609893321991;786;1872;9;13218;770;0;0;-1
1744;Elerethe Renferal;Elerethe, once a mighty druid and adept shapeshifter, was led down a dark path by the belief that she was betrayed by her closest allies. Her consciousness now resides in the nightmare, damning her to an existence of fear, confusion, and hatred.;0.3314320147037506,0.6140679717063904;768;1876;3;13254;779;0;0;-1
1749;Nithogg;The great dragon Nithogg was once of the Thorignir, having left the brood shortly after they swore fealty to the titan keepers. Nithogg believed that one day he would be more powerful than even the keepers, and refused to be their subject. Instead, he took up roost in the mountain Nastrondir, where he raises his brood and terrorizes the nearby lands whenever the mood strikes him.;0.2934289872646332,0.3505060076713562;822;0;10;13322;449;0;16;-1
1750;Cenarius;The demigod Cenarius is the father of druidism in Azeroth, and one of Azeroth's oldest and most powerful protectors. His disturbing slumber within the groves of Val'sharah was the first sign of the depth of the growing threat from within the Nightmare. That dark power now has complete hold over him, and he may lie beyond hope of redemption.;0.6001269817352295,0.3346010148525238;768;1877;6;13335;787;0;0;-1
1751;Spellblade Aluriel;Aluriel always had an affinity for magic. She rose through the ranks of the Nightguard effortlessly, having a natural talent with the sword. But no matter how strong she became, she wanted more. She studied with the mages at the University of Suramar, spending her days in combat training and her evenings in the artificery. She forged her weapons and armor in the Nightwell, weaving magic spells into the precious metals. She is the first Spellblade, adept in the schools of Fire, Frost and Arcane.;0.3940019905567169,0.396467000246048;786;1871;4;13398;766;0;0;-1
1756;The Soultakers;Sent by Helya to raid the crypts of noble vrykul kings, this trio of raiders and their crew has found their way into the Tomb of the Old Kings and seek to claim the souls that rest there.;0.6906329989433289,0.26705101132392883;822;0;13;13422;449;0;16;-1
1761;High Botanist Tel'arn;From his youth, the nightborne Tel'arn was fascinated by plant life: the resilience and adaptability of weeds, the ability of simple grass to harness the power of the sun, the way a tree may be divided into two, or two branches grafted into one. Aided by the energies of the Nightwell, he has transformed himself to the point that he is scarely recognizable as a nightborne elf. He now considers himself something far, far greater.;0.6585869789123535,0.34470099210739136;786;1886;7;13675;767;0;0;-1
1762;Tichondrius;The dreadlord Tichondrius, once leader of the nathrezim, was once slain by the newly-awakened power of none other than Illidan Stormrage. Reconstituted in the Twisting Nether, Tichondrius returns to watch over Gul'dan on behalf of the Legion, ensuring that the orc warlock does not once again fail his masters.;0.2649959921836853,0.639277994632721;786;1862;5;13504;768;0;0;-1
1763;Shar'thos;This guardian of the glades has been beset by the Nightmare's corruption. Where once he breathed life into the woods, he now leaves a trail of decay and destruction in his wake.;0.5632709860801697,0.41742101311683655;822;0;11;13530;449;0;16;-1
1764;Chess Event;;0.3594839870929718,0.6169229745864868;745;660;10;0;363;0;8;-1
1769;Levantus;Her abyssal slumber disturbed, Levantus surfaced to find the isles teeming with strange demons. The fel magic seeping into the surrounding waters have left her in an extremely ornery mood.;0.43510401248931885,0.6637179851531982;822;0;7;13556;449;0;16;-1
1770;Humongris;Humongris has always had the dream of wielding magic. After finding he had no aptitude in the arcane arts, Humongris instead settled for wielding a wizard. Humongris sought out and captured the mage Padawsen and now wields him as a wand, using threats of violence and a tightening grip to hurl magic around the battlefield.;0.4276910126209259,0.45563098788261414;822;0;6;13585;449;0;16;-1
1774;Calamir;A being of immense magical power, Calamir was called forth by the ancient exemplars in their howling rage. Imbued with the powers of Fire, Frost, and Arcane, Calamir eradicates those who dare to stand in his way.;0.5663719773292542,0.6747789978981018;822;0;3;13635;449;0;16;-1
1783;Na'zak the Fiend;The alpha of the Fal'dorei, this terrifying monstrosity lurks deep within the Falanaar Tunnels. As he churns through the rubble, he uncovers ley-infused stones and feeds upon their arcane energy to sustain himself, biding his time for more worthy prey.;0.42787599563598633,0.46198800206184387;822;0;9;13704;449;0;16;-1
1789;Drugon the Frostblood;Drugon the Frostblood has terrorized the tribes of Highmountain from atop its frozen peaks for ages. Now, seeing opportunity in the chaos, this powerful ettin descends from his perch to claim the region for himself.;0.3640489876270294,0.4877850115299225;822;0;4;13722;449;0;16;-1
1790;Ana-Mouz;This foul imp mother rests deep within Felsoul Hold, immersed in a pool of pure Fel energy. Her children swarm around her, as she soaks in the fetid air and corrupts anything that comes within her grasp.;0.3153049945831299,0.666592001914978;822;0;0;13735;449;0;16;-1
1795;Flotsam;Flotsam emerged from the ocean depths to sate his hunger. The first to cross his path were the swamp murlocs of Shipwreck Cove, which Flotsam devoured by the dozens. Despite consuming most of their tribe, these creatures worshipped the giant as a god, and continued feeding him family and friends until the beast passed out. When he awakens, Flotsam will expand his menu to include everyone within the region.;0.5,0.5;822;0;5;13841;449;0;16;-1
1796;Withered J'im;Cast out from the sanctuary of Suramar, this nightfallen wandered the coastline as his body deteriorated, and his sanity along with it. Just as he was about to lose the last vestiges of personhood, he sensed a radiating energy from a nearby cave. Within, he found a shard of power originating from the Nightwell itself. It sustains and empowers him, but also warps the flow of time and space nearby. It has broken his mind completely. Now, no one enters the cave of Withered J'im. Even fools know better.;0.4943090081214905,0.5316600203514099;822;0;14;13857;449;0;16;-1
1817;Shade of Medivh;So great was the power of the Last Guardian, Medivh, that his magic still echoes through the halls of Karazhan. Some of these echoes take the shape of visions, revealing past events to the tower's guests. Others assume more malevolent forms, recalling a time when the Guardian's will was not his own.;0.7322729825973511,0.4703420102596283;860;1965;8;14350;818;0;0;-1
1818;Mana Devourer;Rarely does the sight of a mana wyrm cause a seasoned adventurer concern. These small, simple creatures float about, consuming stray pockets of arcane energy. But in Karazhan, tables are often turned, and what at first glance appears harmless may be revealed as an enormous threat.;0.5698450207710266,0.530813992023468;860;1959;9;13989;819;0;0;-1
1819;Odyn;In ages past, Odyn led the titan-forged armies against the Black Empire of the Old Gods. But for millennia he has been confined to the Halls of Valor by the curse of his bitter nemesis, Helya. Odyn seeks mortal champions to vanquish the ruler of Helheim and secure his freedom.;0.5164340138435364,0.8167669773101807;861;1958;1;13998;807;0;0;-1
1820;Opera Hall: Wikket;Are villains born evil, or do they fall into wickedness due to the influence of others? Perhaps considering this quandary from the hozen point of view will offer enlightenment...;0.17789700627326965,0.3077250123023987;860;1957;1;14045;812;0;0;-1
1825;Maiden of Virtue;Arriving in Karazhan to cleanse the tower of vice and corruption, the titan watcher was infuriated by Medivh's infamous parties and debaucheries. As her crusade for virtue seeks converts to her cause, the Maiden remains committed to purging immorality using all the powers at her disposal.;0.8360729813575745,0.5;860;1954;4;14102;812;0;0;-1
1826;Opera Hall: Westfall Story;Amidst the carnage of rival gangs battling for the turf of Westfall, two lovers from very different worlds fight for happiness. It is said that love is blind... but does it also need a translator?;0.17789700627326965,0.3508630096912384;860;1957;2;14113;812;0;0;-1
1827;Opera Hall: Beautiful Beast;Cursed to take the form of a beastly monster, Brute must find true love before he loses his life to the dark magic that transformed him. Will he learn proper table manners in time to win the heart of the fair Bella?;0.17461000382900238,0.39153701066970825;860;1957;3;14138;812;0;0;-1
1829;Helya;Though she once served as Odyn's right hand, the vengeful Helya will stop at nothing to ensure her ancient curse binds the titan keeper to the Halls of Valor. No longer satisfied with ruling her shadowy realm, Helya now commands her vast kvaldir army to plague the lands of the living.;0.3595460057258606,0.2386309951543808;861;2008;3;14208;808;0;0;-1
1830;Guarm;Helya's vicious three-headed hound stands guard at the gates of Helheim. Bred to require neither comfort nor sleep, Guarm remains ever-watchful for any invaders who come to challenge the reign of his cruel mistress.;0.506509006023407,0.31603899598121643;861;1962;2;14233;808;0;0;-1
1835;Attumen the Huntsman;Once charged with hunting game for his master's feasts, Attumen now sets his sights on a very different kind of quarry. Ever wary of those seeking to steal his famed steed, Midnight, Attumen unleashes his well-honed fighting skills against all intruders.;0.4531640112400055,0.8278570175170898;860;1960;5;14296;809;0;0;-1
1836;The Curator;The Curator safeguards the Menagerie from unwelcome guests, terminating trespassers who seek to plunder the secrets of Karazhan. Though assembled by Medivh himself, the guardian construct has deteriorated over time, becoming prone to energy overloads and erratic behavior.;0.4860309958457947,0.7058349847793579;860;1964;6;14318;817;0;0;-1
1837;Moroes;Moroes, the steward of Karazhan, dotes upon his master's dinner guests within the grand Banquet Hall. Eternally devoted to the care of the tower, he dispatches impolite party crashers with cruel efficiency.;0.2712799906730652,0.6390830278396606;860;1961;5;14355;811;0;0;-1
1838;Viz'aduum the Watcher;The all-seeing Viz'aduum was commanded by Kil'jaeden to capture Karazhan and tap into the tendrils of ley energy woven through the tower. Should he succeed in anchoring the structure to the myriad of worlds held by the Legion, the Dark Titan's army will overrun Azeroth and leave little more than a smoldering husk.;0.5319870114326477,0.5363659858703613;860;2017;10;14408;822;0;0;-1
1856;Harjatan;Harjatan was trained from birth to demolish his enemies. Through a conquest of savage brutality, he gathered throngs of cave dwelling murlocs who see him as a god. Now, the naga brute merely has to bark a command and hordes of devout followers set themselves to task.;0.4588649868965149,0.6989309787750244;875;2036;2;14637;851;0;0;-1
1861;Mistress Sassz'ine;Mistress Sassz'ine has spent a lifetime binding the denizens of the ocean to her dark will. With this power, she summons nightmares from the briny depths to wash away any who dare challenge her.;0.8477640151977539,0.8607339859008789;875;2037;5;14587;851;0;0;-1
1862;Goroth;As punishment for past failures, Goroth's flesh is marred with searing wounds. With every movement this behemoth makes, his flesh crackles and hisses with unending torment, a scourge he is happy to inflict upon those who oppose him.;0.45100000500679016,0.5669999718666077;875;2032;0;14614;850;0;0;-1
1867;Demonic Inquisition;Anticipating the arrival of mortal forces invading the Tomb of Sargeras, Kil'jaeden has called on his best captors, Atrigan and Belac, to lock down the interlopers and prevent them from using the Pillars to advance deeper into the dungeon.;0.44995999336242676,0.16249999403953552;875;2048;1;14641;850;0;0;-1
1872;Grand Magistrix Elisande;Elisande once distinguished herself by resisting the Legion. She and her highborne followers broke away from Queen Azshara and the dark path she was taking, harnessing the power of the Eye of Aman'thul to create the Nightwell to protect Suramar from the Sundering. But over ten thousand years later, the Legion's arrival offered her no such recourse. She has cast her lot with the demons, hoping to once again use the power of the Nightwell - albeit this time in a very different sense - to save her people.;0.45973700284957886,0.4568609893321991;786;1872;9;14659;770;0;2;0
1873;Fallen Avatar;When Aegwynn defeated the Avatar of Sargeras, she was unable to destroy his avatar. In an effort to seal it away, the armor was entombed beneath the Temple of Elune, where it remained dormant for hundreds of years. Now, with the Legion tearing down the tomb's barriers, Kil'jaeden is in a position to reanimate the armor and unleash its power on Azeroth.;0.5049899816513062,0.1882539987564087;875;2038;8;14705;854;0;0;-1
1878;Mephistroth;Mephistroth orchestrates the Legion's invasion from the Broken Shores. With the forces of Azeroth pushing against his front line, Mephistroth has fallen back to the Cathedral of Eternal Night, where he will employ all his cunning to ensure the heroes fail in securing the Aegis of Agrammar.;0.5283970236778259,0.23022300004959106;900;2039;4;14759;849;0;0;-1
1883;Brutallus;The pit lord Brutallus is a veteran of many battles, including the most recent battle at the Sunwell. His tactics are rarely sophisticated, often relying on pure force to dominate enemy armies.;0.5,0.5;822;0;2;14791;759;0;16;-1
1884;Malificus;A creature of pure malice, Malificus incites terror in the hearts of all those who oppose him. Portents of his arrival come in the form of mass panics among citizens, and death cults celebrating the end of days.;0.5,0.5;822;0;8;14802;759;0;16;-1
1885;Si'vash;Si'vash commands the fury of the sea, bringing its power to bear on those too close to shore. Her fierce Si'vashi Honor Guard travel with her across Azeroth's oceans, eager for vulnerable harbors to destroy.;0.8801159858703613,0.30921098589897156;822;0;12;14805;449;0;16;-1
1896;The Desolate Host;Once, this was a sacred burial site for the Night Elves, but the Legion has twisted these grounds with the Engine of Souls. This foul machine draws upon the energy of the dead, twisting them into abominations. Due to this corruption, these tormented spirits have become monstrosities, looking to feed on any who descend into the tomb's depths.;0.5879300236701965,0.20204399526119232;875;2054;6;14851;852;0;0;-1
1897;Maiden of Vigilance;Charged by Aegwynn to defend the Tomb of Sargeras, the Maiden of Vigilance has stood watch for hundreds of years. Yet, the guardian did not forsee what effect the avatar's seeping fel energy would have on this titan construct. Slowly warped by this maleficence, the Maiden now seeks to destroy any in her path.;0.5024999976158142,0.26506099104881287;875;2052;7;16381;853;0;0;-1
1898;Kil'jaeden;Since striking the bargain that chased the draenei into the stars, Kil'jaeden believed the Legion could not be stopped. Yet, none of his deceptions have prevented you from reaching this critical moment. Infuriated that Sargeras' promise of victory has never come to pass, the demon lord prepares to face you himself, for a final battle that will shape Azeroth's destiny forever.;0.7279350161552429,0.44578298926353455;875;2051;9;14917;856;0;0;-1
1903;Sisters of the Moon;The Sisters of the Moon served as wardens for the temple long before the avatar of Sargeras was buried beneath it. Even in death, the sisters maintained their vigil, but over the millennia something twisted their ability to distinguish friend from foe. Their madness slowly consumed them, and now any who enter their sacred chambers are put to death.;0.5189999938011169,0.5724999904632568;875;2050;4;14981;852;0;0;-1
1904;Domatrax;With the Aegis of Aggramar socketed back into its cradle, Domatrax leads an onslaught of demons to destroy the relic.;0.5229880213737488,0.46348899602890015;900;2053;3;15007;849;0;0;-1
1905;Agronox;This ancient served the night elves priestesses of the Temple of Elune, tending the beautiful Hanging Gardens. But after the malevolence of the Legion infected the Cathedral, the guardian absorbed fel energy through his roots. Now the twisted Agronox spreads corruption throughout the sanctuary he once protected, believing he has finally achieved his ideal state.;0.5527390241622925,0.4391480088233948;900;2055;1;15028;846;0;0;-1
1906;Thrashbite the Scornful;Smashspite's detestable brother, Thrashbite, has been dispatched to wipe out the mortals entering the cathedral's grand library. The dimwitted mo'arg lacks any respect for knowledge or learning, feeling petty satisfaction as he crashes through ancient artifacts and tramples priceless tomes.;0.5243409872055054,0.5851929783821106;900;2057;2;15032;847;0;0;-1
1956;Apocron;Built by the Legion thousands of years ago, Apocron has heralded the end for countless civilizations. With each world conquered, the reaver's power grows, ensuring the next realm it encounters will be put to flame.;0.6096490025520325,0.6118419766426086;822;0;1;15308;449;0;16;-1
1979;Zuraal the Ascended;Zuraal represents the Shadowguard's first success at creating a void-infused Broken whose mind has not fallen into madness. A renowned brawler in his past life, Zuraal uses his newfound dark strength to empower his attacks and decimate his foes.;0.2460850030183792,0.7265130281448364;945;2065;1;15861;903;0;0;-1
1980;Saprish;The ever-tactical Saprish deploys the forces of the Shadowguard with calculated precision. Though a skilled commander and strategist, Saprish relishes taking a direct hand in battle. He turns his foes' weaknesses against them, leaving his vulnerable adversaries at the mercy of his voracious pets.;0.30536898970603943,0.367451012134552;945;2066;2;16066;903;0;0;-1
1981;Viceroy Nezhar;"Like others of his ilk, Viceroy Nezhar is obsessed with harnessing the power of the Void to serve his own ambitions. Drawn to the Seat of the Triumvirate by the immense darkness emanating from deep within, Nezhar will stop at nothing to claim it for his own.

Given the viceroy's experiments at infusing vessels with the power of shadow, the implications of what he might accomplish on Argus are dire indeed.";0.501118004322052,0.16610799729824066;945;2067;3;15919;903;0;0;-1
1982;L'ura;"When Velen and his followers fled Argus aboard the Genedar, the naaru L'ura stayed behind to buy the draenei time to escape. Kil'jaeden, enraged by this betrayal, ordered the wounded naaru sealed away in the Seat of the Triumvirate.

Over the long millennia that passed, L'ura fell from Light to Void. Her elegant song of courage and hope became a shadowy dirge of despair, luring those seeking to lay claim to her power.";0.6219210028648376,0.3322159945964813;945;2068;4;15996;903;0;0;-1
1983;Varimathras;"As one the dreadlords overseeing the Legion's forces during the Third War, Varimathras failed to stop the rebellious Lich King. He submitted to an ill-fated alliance with Sylvanas Windrunner, then made one last bid for power before facing a humiliating defeat.

In payment for his blunders, Varimathras has been tortured by the Coven of Shivarra. The vindictive sisters stripped away both flesh and sanity, leaving only a singular desire to inflict suffering upon the mortals who cost him everything.";0.5162060260772705,0.8130189776420593;946;2069;8;15825;916;0;0;-1
1984;Aggramar;"Once the noble Avenger of the Pantheon, Aggramar was struck down by Sargeras and reborn as a titan of destruction. He now stands at the core of Argus, guarding a power that could unmake the universe.

Not even demons are permitted to tread within the titan's halls, and any mortals bold enough to trespass will be reduced to cinders by Aggramar's burning blade, Taeshalach.";0.24193599820137024,0.54032301902771;946;2063;9;15790;917;0;0;-1
1985;Portal Keeper Hasabel;Portal Keeper Hasabel maintains the nexus through which the Legion has unleashed its insidious armies upon countless worlds. With portals that open to a myriad of strategic locations throughout the Great Dark Beyond, Hasabel is capable of bringing the might of the Legion's arsenal to bear upon any who oppose her.;0.43548399209976196,0.5112900137901306;946;2064;4;15803;911;0;0;-1
1986;The Coven of Shivarra;"Having proven themselves to be the most depraved and fanatical of all his followers, Sargeras entrusted the Coven with the unholy task of twisting the minds of the fallen titans into an unstoppable Dark Pantheon.

Each sister employs her own signature brand of torture, eliciting screams which echo throughout the halls of Antorus. It is said that neither mortal nor demon can refuse their whispers, making it only a matter of time before the will of the titans is broken.";0.32150599360466003,0.5274189710617065;946;2073;8;15826;915;0;0;-1
1987;Felhounds of Sargeras;"Infused with fire and shadow, F'harg and Shatug are the prized pets of Sargeras. Bred for carnage, these hounds delight in eviscerating their master's enemies.

With the Army of the Light and their allies advancing upon Antorus, the Legion prepares to unleash these vicious creatures onto the battlefield and put an end to the mortals' invasion.";0.4129030108451843,0.5354840159416199;946;2074;2;15832;909;0;0;-1
1992;Garothi Worldbreaker;Constructed deep within the core of Argus and outfitted with an arsenal capable of decimating worlds, this war machine has been designed for a single purpose: to bring the mortals' invasion to its knees.;0.7275519967079163,0.5873950123786926;946;2076;1;15906;909;0;0;-1
1997;Antoran High Command;"Long ago in the golden age of eredar civilization, a council was formed to oversee the defense of Argus and maintain peace. But after their dark bargain was struck with Sargeras, these master tacticians used their military expertise to help orchestrate a Burning Crusade that ravaged countless worlds.

Now the full might of the Legion's army is theirs to command, and they wield this terrible power to annihilate all who oppose the Dark Titan's will.";0.41182801127433777,0.46612900495529175;946;2070;3;16041;910;0;0;-1
2004;Kin'garoth;"The design of every Legion war machine stems from the depraved mind of Kin'garoth. Obsessed with crafting implements of death, Kin'garoth infused his very body into the production machinery so he could more efficiently churn out a never-ending supply of destruction.

At the behest of the Legion's dark master, Kin'garoth's fevered brilliance has developed a new super-weapon which he plans to unleash upon the Army of the Light.";0.8003849983215332,0.49937400221824646;946;2088;7;16139;914;0;0;-1
2009;Imonar the Soulhunter;The infamous Imonar serves as the Legion's bloodhound, capable of tracking prey across the cosmos. With a vast array of gadgets and traps at his disposal, Imonar has yet to lose a bounty... and he certainly doesn't intend to sully his perfect record by failing to fulfil his latest contract.;0.17634400725364685,0.5016130208969116;946;2082;6;16200;914;0;0;-1
2010;Matron Folnuna;Matron Folnuna destroys worlds by infecting them with her spawn. These vile creatures spread like a plague over the landscape, corrupting and devouring anything in their path.;0.5962030291557312,0.6534780263900757;959;0;0;16228;929;0;0;-1
2011;Mistress Alluradel;All those who gaze upon Mistress Alluradel fall under her sinister control. She commands victims of her dominance to inflict gruesome torments upon themselves. A thrall's only hope of escape is death, and Alluradel will not allow that release until their agonized screams have ceased to amuse her.;0.44879499077796936,0.48644599318504333;959;0;0;16247;928;0;0;-1
2012;Inquisitor Meto;Inquisitor Meto's mastery over fel magic is rivaled by few in the Legion. Meto uses this power to sow chaos and destruction across the cosmos, leaving countless burning worlds in his wake.;0.825302004814148,0.4638560116291046;959;0;0;16255;930;0;0;-1
2013;Occularus;Occularus feeds on the minds of his enemies, savoring their despair as he sears their flesh. This malevolent creature has devoured worlds, yet his hunger remains insatiable.;0.5421689748764038,0.3373500108718872;959;0;0;16259;932;0;0;-1
2014;Sotanathor;Sotanathor's legendary strength was forged through countless burning campaigns across the cosmos. A brutal general, this demon commands vast legions that have never known defeat.;0.623494029045105,0.4231930077075958;959;0;0;16263;931;0;0;-1
2015;Pit Lord Vilemus;Pit Lord Vilemus' brutality is renowned even among the Legion. He delights in setting his foes aflame in fel fire, then laughing at their despair as they beg for the mercy of death.;0.173117995262146,0.5220720171928406;959;0;0;16284;927;0;0;-1
2025;Eonar the Life-Binder;"Though she was felled by the blade of Sargeras, the Life-Binder's essence escaped the grasp of the Dark Titan. After millennia spent hiding in isolation, Eonar's sanctuary has been discovered by the Legion.

Should her soul fall into the enemy's hands, Eonar's powers of nature and growth will be perverted to make the Burning Crusade unstoppable.";0.40107500553131104,0.5919349789619446;946;2075;5;16341;913;0;0;-1
2030;Yazma;Having consumed the might of Shadra, the spider loa, Yazma is now tasked with holding the sacred temple of Atal'Dazar for her master, the Prophet Zul.;0.3493970036506653,0.48644599318504333;968;2087;4;16406;934;0;0;-1
2031;Argus the Unmaker;"Bound. Broken.
Eons of existence, knowing only pain.
A shattered soul, fueling infinite evil.
The master beckons. Rise... Rise!
Begin the end of all things.";0.501075029373169,0.5306450128555298;946;2092;11;16421;918;0;0;-1
2036;Vol'kaal;In life Vol'kaal was a trusted bodyguard of Yazma.  Since his untimely death, she has used her newfound powers to reanimate the corpse of her former lieutenant who can now serve for eternity.;0.5529999732971191,0.125;968;2085;2;16457;934;0;0;-1
2051;PvP Battlegrounds;;0.5,0.5;0;0;0;0;759;0;2;0
2082;Priestess Alun'za;As a fanatical defender of Atal'Dazar's golden sanctum, Priestess Alun'za has come to cleanse the temple of all corruption at any cost.;0.5529999732971191,0.8299999833106995;968;2084;1;16822;934;0;0;-1
2083;Rezan;Rezan, once a loa to the Zuldazar kings, had his soul torn from his body during a ritual. Now, only a twisted husk remains, bent on devouring anyone who enters his hunting grounds.;0.3700000047683716,0.5899999737739563;968;2086;3;16830;935;0;0;-1
2093;Council o' Captains;Captains Raoul, Eudora, and Jolly meet within Freehold to drink and confer. They lead the Blacktooth Brawlers, Bilge Rats, and Cutwater Corsairs crews, currently gathered under the banner of the Irontide by Harlan Sweete.;0.4499500095844269,0.6081079840660095;1001;2094;2;17019;936;0;0;-1
2094;Ring of Booty;Within Freehold, there is a fighting tournament where the fiercest brigands from across the seas test their might. This rogue's gallery consists of a strange assortment of contenders, but none so fearsome as the current champion, Shark Puncher. Countless challengers have sought to topple the powerful pugilist, but all of them have ended up as chum.;0.29179200530052185,0.6441439986228943;1001;2095;3;17157;936;0;0;-1
2095;Harlan Sweete;Harlan Sweete is the leader of the Irontide Raiders, and his vast wealth is only exceeded by his foulness. Currently bankrolled by Lady Ashvane, Sweete has been tasked with uniting the various pirate crews by any means necessary.;0.363864004611969,0.3558560013771057;1001;2096;4;16938;936;0;0;-1
2096;Overseer Korgus;Warden to Tol Dagor, Overseer Korgus maintains the mighty island prison. His love of Azerite is widely known, even going so far as to infuse it into his bullets and test the results on his prisoners.;0.4026550054550171,0.6845790147781372;1002;2104;4;16866;980;0;0;-1
2097;The Sand Queen;Little is known about the monstrosity that lives in the sands surrounding the prison. No prisoners have ever survived an escape attempt, guards only finding discarded clothing and bones.;0.510325014591217,0.5186910033226013;1002;2101;1;16871;974;0;0;-1
2098;Jes Howlis;A vicious pirate of dubious loyalty, Jes Howlis was captured alongside his brother and locked away. After being released in a prison riot, Jes has since taken over as the de facto leader of the gang that controls the prison's lower levels.;0.3736400008201599,0.6845790147781372;1002;2102;2;16876;977;0;0;-1
2099;Knight Captain Valyri;Knight Captain Valyri oversees the explosive munitions within Ashvane's armory. Unfortunately for her subordinates, her obsession with fire often creates hazardous working conditions.;0.5206490159034729,0.8691580295562744;1002;2103;3;16881;979;0;0;-1
2102;Skycap'n Kragg;Skycap'n Kragg and his faithful mount Sharkbait are the guardians of Freehold, continuously patrolling the sky on the lookout for intruders. At least, that is what they're supposed to be doing. Instead, these two are often found snoozing in their crow's nest or dropping guano on unsuspecting victims from above.;0.7122120261192322,0.5840839743614197;1001;2093;1;16911;936;0;0;-1
2109;Coin-Operated Crowd Pummeler;When goblins fight, the winner of the argument is the one with the deepest purse. Why? Because they can afford to pay the Pummeler.;0.4577690064907074,0.47583600878715515;1012;2105;1;17007;1010;0;0;-1
2114;Azerokk;Goblins drilling for Azerite have disturbed a powerful earth spirit, Azerokk, who has taken physical form to exact vengeance!;0.29579201340675354,0.2527880072593689;1012;2106;2;17091;1010;0;0;-1
2115;Rixxa Fluxflame;Overseeing the creation of the Venture Co's supply of Azerite Catalyst, Rixxa is a renowned chemist and a gleeful pyromaniac.;0.5598160028457642,0.1988849937915802;1012;2107;3;17095;1010;0;0;-1
2116;Mogul Razdunk;Never able to ascend to Trade Prince, Mogul Razdunk is certain that becoming the world's foremost Azerite baron will bring him fame and fortune beyond his station.;0.6895020008087158,0.3773219883441925;1012;2108;4;17099;1010;0;0;-1
2125;Heartsbane Triad;Among the first to give themselves over to the Heartsbane, these siblings have each mastered their own specialized form of magic. Now they seek to obtain greater power through wielding their focusing iris.;0.30394700169563293,0.6923090219497681;1021;2113;1;17734;1015;0;0;-1
2126;Soulbound Goliath;The Soulbound Goliath is an amalgamation of tortured souls from the Kul Tiran people it has devoured. Their tormented cries echo from within the monstrosity: a dirge for those foolish enough to cross its path.;0.5149999856948853,0.20000000298023224;1021;2114;2;17625;1015;0;0;-1
2127;Raal the Gluttonous;Raal the Gluttonous was once the main chef for the Waycrests. Now his kitchen is a chamber of horrors, where he has been serving portions of himself to the damned guests that haunt these halls.;0.6757230162620544,0.4282050132751465;1021;2115;3;17959;1015;0;0;-1
