ID;Map;JournalEncounterID;MapDisplayConditionID;Flags;UiMapID
2931;0.6140779852867126,0.3889560103416443;2488;0;1;2095
2932;0.4004859924316406,0.4271849989891052;2485;0;1;2094
2933;0.20752400159835815,0.18143199384212494;2503;0;1;2094
2935;0.3567970097064972,0.5254849791526794;2483;0;1;2076
2936;0.7603549957275391,0.5527909994125366;2505;0;1;2075
2937;0.5230579972267151,0.5254849791526794;2508;0;1;2077
2938;0.3603009879589081,0.4057469964027405;2471;0;1;2096
2939;0.5327669978141785,0.49818000197410583;2474;0;1;2106
2952;0.617684006690979,0.6062049865722656;2514;0;1;2099
2955;0.6164649724960327,0.35341399908065796;2504;0;1;2082
2956;0.5401610136032104,0.8574299812316895;2507;0;1;2083
2957;0.31124499440193176,0.8172690272331238;2510;0;1;2083
2958;0.42904898524284363,0.4759039878845215;2511;0;1;2083
2959;0.3035770058631897,0.35743001103401184;2509;0;1;2097
2960;0.5632830262184143,0.41767099499702454;2512;0;1;2097
2961;0.4678710103034973,0.3694779872894287;2495;0;1;2098
2964;0.572288990020752,0.2078309953212738;2480;0;1;2119
2965;0.4357430040836334,0.7048199772834778;2486;0;1;2120
2966;0.5602409839630127,0.5150600075721741;2502;0;1;2121
2967;0.21686699986457825,0.7590370178222656;2500;0;1;2122
2968;0.28714901208877563,0.3584330081939697;2482;0;1;2122
2969;0.5100399851799011,0.5210840106010437;2493;0;1;2126
2970;0.5562250018119812,0.6084340214729309;2499;0;1;2125
2971;0.5140560269355774,0.5090360045433044;2491;0;1;2124
3009;0.5131800174713135,0.7224040031433105;2522;0;1;2166
3010;0.4901149868965149,0.7125189900398254;2520;0;1;2170
3011;0.5082370042800903,0.2850080132484436;2523;0;1;2169
3012;0.4258649945259094,0.35420098900794983;2524;0;1;2168
3013;0.6746309995651245,0.21828700602054596;2525;0;1;2166
3014;0.5131800174713135,0.46787500381469727;2527;0;1;2166
3015;0.44398701190948486,0.6359140276908875;2529;0;1;2167
3016;0.35008299350738525,0.23064200580120087;2530;0;1;2166
3017;0.5131800174713135,0.24546900391578674;2532;0;1;2166
3032;0.5078889727592468,0.5650889873504639;2538;0;1;2194
3033;0.5049309730529785,0.5428990125656128;2533;0;1;2197
3034;0.4881660044193268,0.5399410128593445;2536;0;1;2196
3035;0.6755419969558716,0.585798978805542;2528;0;1;2191
3036;0.35996100306510925,0.35503000020980835;2535;0;1;2194
3037;0.45167699456214905,0.7840240001678467;2537;0;1;2194
3038;0.4211040139198303,0.46153900027275085;2526;0;1;2195
3039;0.5769230127334595,0.6612430214881897;2521;0;1;2190
3040;0.503944993019104,0.547336995601654;2534;0;1;2197
3047;0.5094850063323975,0.40040698647499084;2564;0;1;2232
3048;0.5081300139427185,0.2560980021953583;2554;0;1;2232
3049;0.5501350164413452,0.5894309878349304;2557;0;1;2244
3050;0.36720898747444153,0.31910601258277893;2553;0;1;2244
3051;0.43360400199890137,0.6117889881134033;2555;0;1;2240
3052;0.6219499707221985,0.3109759986400604;2556;0;1;2240
3053;0.5040649771690369,0.33536601066589355;2563;0;1;2233
3055;0.38346800208091736,0.8841450214385986;2565;0;1;2234
3057;0.501354992389679,0.5264229774475098;2565;0;0;2237
3058;0.5663949847221375,0.5325199961662292;2519;0;1;2238
3074;0.2249000072479248,0.204818993806839;2569;0;1;2303
3075;0.4156630039215088,0.4126499891281128;2559;0;1;2303
3076;0.4156630039215088,0.866008996963501;2560;0;1;2303
3077;0.8182740211486816,0.748494029045105;2561;120175;1;2303
3078;0.2249000072479248,0.4307219982147217;2561;120176;0;2303
3083;0.3652696907520294,0.6122754812240601;2613;54459;1;291
3097;0.40518978238105774,0.6871258020401001;2617;0;1;293
3099;0.6891099810600281,0.1645839959383011;2618;0;1;293
3101;0.8562617897987366,0.7470060586929321;2619;0;1;293
3103;0.3652696907520294,0.6122754812240601;2624;54460;1;291
3105;0.5019960403442383,0.8682636022567749;2623;54460;1;291
3107;0.12475066632032394,0.7589820623397827;2622;54460;1;292
3109;0.6047908663749695,0.38772451877593994;2621;54460;1;292
3111;0.6047908663749695,0.455089807510376;2620;54460;1;292
3113;0.5274350047111511,0.7633739709854126;2588;0;1;2335
3114;0.41320300102233887,0.23662599921226501;2587;0;1;2335
3115;0.44512999057769775,0.5213220119476318;2586;0;1;2335
3116;0.5493829846382141,0.5288069844245911;2589;0;1;2335
3119;0.5323590040206909,0.3879069983959198;2607;0;1;2292
3120;0.4355109930038452,0.6926990151405334;2611;0;1;2291
3121;0.5905060172080994,0.3010160028934479;2599;0;1;2293
3122;0.3945240080356598,0.5953350067138672;2609;0;1;2292
3123;0.5540900230407715,0.7697780132293701;2612;0;1;2294
3124;0.24726000428199768,0.4731450080871582;2601;0;1;2294
3125;0.4779999852180481,0.5460249781608582;2602;0;1;2295
3126;0.4071129858493805,0.5290259718894958;2608;0;1;2294
3128;0.5019959807395935,0.8682640194892883;2626;54459;1;291
3130;0.5149999856948853,0.30000001192092896;2627;0;1;293
3132;0.1247510015964508,0.7589820027351379;2628;54459;1;292
3134;0.5517899990081787,0.25361698865890503;2629;54459;1;292
3136;0.6075839996337891,0.37481001019477844;2630;54459;1;292
3138;0.6075839996337891,0.4489220082759857;2631;54459;1;292
3140;0.6762539744377136,0.40168601274490356;2632;54459;1;292
3142;0.5,0.47005999088287354;2600;0;1;2344
3143;0.5009980201721191,0.784430980682373;2596;0;1;2344
3144;0.5998010039329529,0.2679640054702759;2594;0;1;2343
3145;0.7045919895172119,0.4880239963531494;2595;0;1;2343
3146;0.37107399106025696,0.5462809801101685;2571;0;1;2308
3147;0.2542699873447418,0.5743799805641174;2573;0;1;2309
3148;0.8393939733505249,0.48677700757980347;2570;0;1;2309
3149;0.4980280101299286,0.5059170126914978;2566;0;1;2316
3150;0.5571990013122559,0.627219021320343;2567;0;1;2319
3151;0.5729780197143555,0.5502960085868835;2568;0;1;2320
3152;0.558102011680603,0.684050977230072;2633;0;1;317
3158;0.3286939859390259,0.38115599751472473;482;0;1;219
3162;0.535709023475647,0.41828998923301697;2572;0;1;2341
3163;0.8020910024642944,0.32515400648117065;2579;0;1;2341
3164;0.21953000128269196,0.7469710111618042;2590;0;1;2341
3165;0.5379559993743896,0.7548859715461731;2582;0;1;2341
3170;0.678242027759552,0.2837499976158142;2583;0;1;2357
3171;0.1697240024805069,0.39777201414108276;2584;0;1;2357
3172;0.4685479998588562,0.5589780211448669;2585;0;1;2358
3173;0.44181400537490845,0.23668700456619263;2580;127589;1;2359
3174;0.34425801038742065,0.4954630136489868;2581;127234;1;2359
3175;0.3984220027923584,0.45857998728752136;2593;127223;1;2359
3183;0.5776680111885071,0.2888199985027313;2654;924;1;1162
3187;0.4449000060558319,0.7335749864578247;2663;0;1;2363
3189;0.25136598944664,0.5348359942436218;2664;0;1;2363
3191;0.46261999011039734,0.4638560116291046;2665;0;1;2363
3193;0.4864470064640045,0.3500500023365021;2666;0;1;2362
3195;0.5382509827613831,0.24795100092887878;2667;0;1;2362
3197;0.6667919754981995,0.17298899590969086;2668;0;1;2362
3199;0.8123260140419006,0.118988998234272;2669;0;1;2362
3201;0.9098359942436218,0.11885199695825577;2670;0;1;2362
3305;0.5060240030288696,0.1882530003786087;2640;0;1;2406
3306;0.4728910028934479,0.4593369960784912;2639;0;1;2406
3307;0.36445701122283936,0.18980400264263153;2641;0;1;2406
3308;0.5662649869918823,0.7936750054359436;2642;0;1;2406
3309;0.2891559898853302,0.7891579866409302;2653;0;1;2406
3311;0.5271090269088745,0.7801210284233093;2646;0;1;2409
3312;0.5120480060577393,0.7620480060577393;2645;0;1;2411
3313;0.5,0.49096399545669556;2644;0;1;2408
3315;0.6499999761581421,0.6700000166893005;2649;0;1;2387
3316;0.3050000071525574,0.5950000286102295;2648;0;1;2387
3317;0.512499988079071,0.7300000190734863;2650;0;1;2387
3318;0.6520000100135803,0.8100000023841858;2651;0;1;2388
3322;0.7247639894485474,0.7444040179252625;2711;0;1;2427
3341;0.5,0.5;2773;0;1;2348
3353;0.5662689805030823,0.4465560019016266;2676;0;1;2449
3354;0.2577190101146698,0.357122004032135;2677;0;1;2449
3355;0.6140149831771851,0.842041015625;2675;0;1;2449
3360;0.8478249907493591,0.48616600036621094;2691;0;1;2467
3361;0.6449260115623474,0.4841899871826172;2687;0;1;2464
3362;0.5342550277709961,0.37944701313972473;2747;0;1;2465
3363;0.6383389830589294,0.648222029209137;2686;0;1;2462
3364;0.4986819922924042,0.5573130249977112;2690;0;1;2466
3365;0.7687739729881287,0.2667990028858185;2684;0;1;2460
3366;0.5118569731712341,0.7905160188674927;2685;0;1;2461
3367;0.35375499725341797,0.7075120210647583;2688;0;1;2465
3401;0.8316220045089722,0.5075280070304871;2655;0;1;2494
3402;0.6747170090675354,0.5355730056762695;2658;0;1;2499
3403;0.5246260166168213,0.8856499791145325;2656;0;1;2497
3404;0.7049890160560608,0.5149649977684021;2657;0;1;2498
3429;0.7773680090904236,0.5907880067825317;2811;0;1;2501
3430;0.7773680090904236,0.10076399892568588;2812;0;1;2501
3431;0.5221459865570068,0.6861299872398376;2810;0;1;2501
3432;0.454818993806839,0.2921690046787262;2679;0;1;2433
3433;0.30421701073646545,0.5045179724693298;2680;0;1;2435
3434;0.5572289824485779,0.8930730223655701;2681;0;1;2434
3435;0.4728910028934479,0.21536199748516083;2682;0;1;2434
3436;0.4728910028934479,0.5135539770126343;2738;0;1;2530
3437;0.39851701259613037,0.6850119829177856;2733;0;1;2529
3438;0.4257439970970154,0.35204699635505676;2734;0;1;2529
3439;0.6565859913825989,0.7644169926643372;2736;0;1;2529
3440;0.5543829798698425,0.4606190025806427;2735;0;1;2529
3441;0.7587890028953552,0.1736990064382553;2737;0;1;2529
3442;0.5103139877319336,0.30168798565864563;2739;0;1;2533
3443;0.5103139877319336,0.44092801213264465;2740;0;1;2534
3445;0.4738059937953949,0.2106969952583313;2778;0;1;2513
3446;0.45610401034355164,0.6859300136566162;2776;0;1;2514
3447;0.4286690056324005,0.23662599921226501;2777;0;1;2514
3452;0.825302004814148,0.4638560116291046;2012;0;1;930
3460;0.5207740068435669,0.2535409927368164;2769;0;1;2500
3461;0.5283290147781372,0.5736550092697144;2770;0;1;2500
3462;0.8758260011672974,0.4263460040092468;2771;0;1;2500
3463;0.42256900668144226,0.5;2772;0;1;2500
3470;0.5132070183753967,0.5769230127334595;2795;0;1;2532
3472;0.5023599863052368,0.5049039721488953;2662;0;1;2520
3473;0.5294979810714722,0.4840709865093231;2659;0;1;2511
3474;0.459881991147995,0.6575220227241516;2660;0;1;2511
3475;0.5589969754219055,0.3336290121078491;2661;0;1;2516
3483;0.6736329793930054,0.5836009979248047;2869;0;1;2266
3497;0.22250300645828247,0.3705579936504364;2813;0;1;2556
3500;0.5135359764099121,0.27918699383735657;2815;0;1;2556
3501;0.8181059956550598,0.34771499037742615;2814;0;1;2556
3502;0.492000013589859,0.410180002450943;2791;0;1;2572
3503;0.48500001430511475,0.8594009876251221;2792;0;1;2573
3504;0.4846999943256378,0.3621860146522522;2793;0;1;2573
